ISIN,NAME
"INF204K01I84","Nippon India Power & Infra IDCW Reinvest Direct Plan"
"INF204K01I92","Nippon India Power & Infra Growth Direct Plan"
"INF204K01J00","Nippon India Quant Bonus Bonus Growth Direct Plan"
"INF204K01J18","Nippon India Quant IDCW Payout Direct Plan"
"INF204K01J26","Nippon India Quant IDCW Reinvest Direct Plan"
"INF204K01J34","Nippon India Quant Growth Direct Plan"
"INF204K01XM5","Nippon India Banking IDCW Payout Direct Plan"
"INF204K01XN3","Nippon India Banking IDCW Reinvest Direct Plan"
"INF204K01XO1","Nippon India Banking Growth Direct Plan"
"INF205K01KW8","Invesco India Financial Services IDCW Payout Direct Plan"
"INF205K01KX6","Invesco India Financial Services IDCW Reinvest Direct Plan"
"INF205K01KY4","Invesco India Financial Services Growth Direct Plan"
"INF205K01MB8","Invesco India Infrastructure IDCW Payout Direct Plan"
"INF205K01MC6","Invesco India Infrastructure IDCW Reinvest Direct Plan"
"INF205K01MD4","Invesco India Infrastructure Growth Direct Plan"
"INF205K01NE0","Invesco India PSU Equity IDCW Payout Direct Plan"
"INF205K01NF7","Invesco India PSU Equity IDCW Reinvest Direct Plan"
"INF205K01NG5","Invesco India PSU Equity Growth Direct Plan"
"INF209K013W3","Aditya Birla Sun Life Banking & Financial Services IDCW Payout Direct Plan"
"INF209K013W3","Aditya Birla Sun Life Banking & Financial Services IDCW Reinvest Direct Plan"
"INF209K014W1","Aditya Birla Sun Life Banking & Financial Services Growth Direct Plan"
"INF209K01P49","Aditya Birla Sun Life Digital India IDCW Payout Direct Plan"
"INF209K01P49","Aditya Birla Sun Life Digital India IDCW Reinvest Direct Plan"
"INF209K01Q06","Aditya Birla Sun Life MNC IDCW Payout Direct Plan"
"INF209K01Q06","Aditya Birla Sun Life MNC IDCW Reinvest Direct Plan"
"INF209K01Q63","Aditya Birla Sun Life India Gennext IDCW Payout Direct Plan"
"INF209K01Q63","Aditya Birla Sun Life India Gennext IDCW Reinvest Direct Plan"
"INF209K01VF2","Aditya Birla Sun Life Digital India Growth Direct Plan"
"INF209K01VT3","Aditya Birla Sun Life MNC Growth Direct Plan"
"INF209K01WC7","Aditya Birla Sun Life India Gennext Growth Direct Plan"
"INF209K01WG8","Aditya Birla Sun Life Infrastructure IDCW Payout Direct Plan"
"INF209K01WG8","Aditya Birla Sun Life Infrastructure IDCW Reinvest Direct Plan"
"INF209K01WH6","Aditya Birla Sun Life Infrastructure Growth Direct Plan"
"INF209KA1YK0","Aditya Birla Sun Life Manufacturing Equity Growth Direct Plan"
"INF209KA1YL8","Aditya Birla Sun Life Manufacturing Equity IDCW Payout Direct Plan"
"INF209KA1YL8","Aditya Birla Sun Life Manufacturing Equity IDCW Reinvest Direct Plan"
"INF209KB1O33","Aditya Birla Sunlife Life Pharma & Healthcare IDCW Payout Direct Plan"
"INF209KB1O33","Aditya Birla Sunlife Life Pharma & Healthcare IDCW Reinvest Direct Plan"
"INF209KB1O25","Aditya Birla Sunlife Life Pharma & Healthcare Growth Direct Plan"
"INF209KB1O90","Aditya Birla Sun Life PSU Equity IDCW Payout Direct Plan"
"INF209KB1O82","Aditya Birla Sun Life PSU Equity Growth Direct Plan"
"INF209KB1T79","Aditya Birla Sun Life Special Opportunities Growth Direct Plan"
"INF209KB1T87","Aditya Birla Sun Life Special Opportunities IDCW Payout Direct Plan"
"INF209KB1T87","Aditya Birla Sun Life Special Opportunities IDCW Reinvest Direct Plan"
"INF251K01PT7","BNP Paribas India Consumption Growth Direct Plan"
"INF251K01PU5","BNP Paribas India Consumption IDCW Reinvest Direct Plan"
"INF251K01PV3","BNP Paribas India Consumption IDCW Payout Direct Plan"
"INF277K011B8","Tata India Pharma & Healthcare IDCW Reinvest Direct Plan"
"INF277K011B8","Tata India Pharma & Healthcare IDCW Payout Direct Plan"
"INF277K013A6","Tata India Consumer Growth Direct Plan"
"INF277K015A1","Tata India Consumer IDCW Reinvest Direct Plan"
"INF277K015A1","Tata India Consumer IDCW Payout Direct Plan"
"INF277K015B9","Tata Resources & Energy Growth Direct Plan"
"INF277K017B5","Tata Resources & Energy IDCW Reinvest Direct Plan"
"INF277K017B5","Tata Resources & Energy IDCW Payout Direct Plan"
"INF277K019A3","Tata India Pharma & Healthcare Growth Direct Plan"
"INF277K01NF6","Tata Ethical IDCW Payout Direct Plan"
"INF277K01NF6","Tata Ethical IDCW Reinvest Direct Plan"
"INF277K01NG4","Tata Ethical Growth Direct Plan"
"INF277K01PP0","Tata Infrastructure IDCW Payout Direct Plan"
"INF277K01PP0","Tata Infrastructure IDCW Reinvest Direct Plan"
"INF277K01PQ8","Tata Infrastructure Growth Direct Plan"
"INF277K01Z10","Tata Banking & Financial Services Growth Direct Plan"
"INF277K01Z36","Tata Banking & Financial Services IDCW Reinvest Direct Plan"
"INF277K01Z36","Tata Banking & Financial Services IDCW Payout Direct Plan"
"INF277K01Z77","Tata Digital India Growth Direct Plan"
"INF277K01Z93","Tata Digital India IDCW Reinvest Direct Plan"
"INF277K01Z93","Tata Digital India IDCW Payout Direct Plan"
"INF277K014Y4","Tata Quant IDCW Payout Direct Plan"
"INF277K014Y4","Tata Quant IDCW Reinvest Direct Plan"
"INF277K013Y6","Tata Quant Growth Direct Plan"
"INF336L01DJ1","HSBC Infrastructure Equity IDCW Payout Direct Plan"
"INF336L01DJ1","HSBC Infrastructure Equity IDCW Reinvest Direct Plan"
"INF336L01DK9","HSBC Infrastructure Equity Growth Direct Plan"
"INF397L01KJ8","IDBI Banking & Financial Services IDCW Payout Direct Plan"
"INF397L01KK6","IDBI Banking & Financial Services IDCW Reinvest Direct Plan"
"INF397L01KM2","IDBI Banking & Financial Services Growth Direct Plan"
"INF397L01LH0","IDBI Healthcare IDCW Payout Direct Plan"
"INF397L01LI8","IDBI Healthcare IDCW Reinvest Direct Plan"
"INF397L01LK4","IDBI Healthcare Growth Direct Plan"
"INF740K01PU7","DSP India T.i.g.e.r. Growth Direct Plan"
"INF740K01PV5","DSP India T.i.g.e.r. IDCW Payout Direct Plan"
"INF740K01PV5","DSP India T.i.g.e.r. IDCW Reinvest Direct Plan"
"INF740K01QA7","DSP Natural Resources & New Energy Growth Direct Plan"
"INF740K01QB5","DSP Natural Resources & New Energy IDCW Payout Direct Plan"
"INF740K01QB5","DSP Natural Resources & New Energy IDCW Reinvest Direct Plan"
"INF740KA1LG1","DSP Healthcare Growth Direct Plan"
"INF740KA1LH9","DSP Healthcare IDCW Payout Direct Plan"
"INF740KA1LH9","DSP Healthcare IDCW Reinvest Direct Plan"
"INF740KA1NQ6","DSP Quant Growth Direct Plan"
"INF740KA1NR4","DSP Quant IDCW Payout Direct Plan"
"INF740KA1NR4","DSP Quant IDCW Reinvest Direct Plan"
"INF760K01DS5","Canara Robeco Consumer Trends IDCW Payout Direct Plan"
"INF760K01DT3","Canara Robeco Consumer Trends IDCW Reinvest Direct Plan"
"INF760K01DU1","Canara Robeco Consumer Trends Directgrowth Growth Direct Plan"
"INF760K01FM3","Canara Robeco Infrastructure IDCW Payout Direct Plan"
"INF760K01FN1","Canara Robeco Infrastructure IDCW Reinvest Direct Plan"
"INF760K01FO9","Canara Robeco Infrastructure Growth Direct Plan"
"INF761K01686","BOI AXA Manufacturing & Infrastructure Regular IDCW Reinvest Direct Plan"
"INF761K01694","BOI AXA Manufacturing & Infrastructure Regular IDCW Payout Direct Plan"
"INF761K01702","BOI AXA Manufacturing & Infrastructure Growth Direct Plan"
"INF761K01710","BOI AXA Manufacturing & Infrastructure Quarterly IDCW Reinvest Direct Plan"
"INF761K01728","BOI AXA Manufacturing & Infrastructure Quarterly IDCW Payout Direct Plan"
"INF767K01GV7","LIC MF Infrastructure IDCW Payout Direct Plan"
"INF767K01GW5","LIC MF Infrastructure Growth Direct Plan"
"INF767K01GX3","LIC MF Infrastructure IDCW Reinvest Direct Plan"
"INF767K01NJ8","LIC MF Banking & Financial Services IDCW Payout Direct Plan"
"INF767K01NK6","LIC MF Banking & Financial Services Growth Direct Plan"
"INF767K01NL4","LIC MF Banking & Financial Services IDCW Reinvest Direct Plan"
"INF769K01BL5","Mirae Asset Great Consumer Growth Direct Plan"
"INF769K01BM3","Mirae Asset Great Consumer IDCW Payout Direct Plan"
"INF769K01BN1","Mirae Asset Great Consumer IDCW Reinvest Direct Plan"
"INF769K01ED6","Mirae Asset Healthcare Growth Direct Plan"
"INF769K01EE4","Mirae Asset Healthcare IDCW Payout Direct Plan"
"INF769K01EF1","Mirae Asset Healthcare IDCW Reinvest Direct Plan"
"INF769K01GX9","Mirae Asset Banking & Financial Services Growth Direct Plan"
"INF769K01GW1","Mirae Asset Banking & Financial Services IDCW Payout Direct Plan"
"INF769K01GY7","Mirae Asset Banking & Financial Services IDCW Reinvest Direct Plan"
"INF789F01SF9","UTI Transportation & Logistics IDCW Payout Direct Plan"
"INF789F01SG7","UTI Transportation & Logistics IDCW Reinvest Direct Plan"
"INF789F01SH5","UTI Transportation & Logistics Growth Direct Plan"
"INF789F01SL7","UTI Banking & Financial Services IDCW Payout Direct Plan"
"INF789F01SM5","UTI Banking & Financial Services IDCW Reinvest Direct Plan"
"INF789F01SN3","UTI Banking & Financial Services Growth Direct Plan"
"INF789F01TM3","UTI Healthcare IDCW Payout Direct Plan"
"INF789F01TN1","UTI Healthcare IDCW Reinvest Direct Plan"
"INF789F01TO9","UTI Healthcare Growth Direct Plan"
"INF789F01TS0","UTI Infrastructure IDCW Payout Direct Plan"
"INF789F01TT8","UTI Infrastructure IDCW Reinvest Direct Plan"
"INF789F01TU6","UTI Infrastructure Growth Direct Plan"
"INF789F01UB4","UTI MNC IDCW Payout Direct Plan"
"INF789F01UC2","UTI MNC IDCW Reinvest Direct Plan"
"INF789F01UD0","UTI MNC Growth Direct Plan"
"INF789F01VF3","UTI India Consumer Growth Direct Plan"
"INF789F01VG1","UTI India Consumer IDCW Payout Direct Plan"
"INF789F01VH9","UTI India Consumer IDCW Reinvest Direct Plan"
"INF903J01F92","Sundaram Infrastructure Advantage Growth Direct Plan"
"INF903J01G00","Sundaram Infrastructure Advantage IDCW Payout Direct Plan"
"INF903J01G18","Sundaram Infrastructure Advantage IDCW Reinvest Direct Plan"
"INF903J01MZ9","Sundaram Financial Services Opportunities IDCW Payout Direct Plan"
"INF903J01NA0","Sundaram Financial Services Opportunities IDCW Reinvest Direct Plan"
"INF903J01NB8","Sundaram Financial Services Opportunities Growth Direct Plan"
"INF903J01NF9","Sundaram Rural & Consumption IDCW Payout Direct Plan"
"INF903J01NG7","Sundaram Rural & Consumption IDCW Reinvest Direct Plan"
"INF903J01NH5","Sundaram Rural & Consumption Growth Direct Plan"
"INF903JA1FA2","Sundaram Services Growth Direct Plan"
"INF903JA1FB0","Sundaram Services IDCW Payout Direct Plan"
"INF903JA1FC8","Sundaram Services IDCW Reinvest Direct Plan"
"INF917K01FU2","L&T Infrastructure IDCW Payout Direct Plan"
"INF917K01FW8","L&T Infrastructure Growth Direct Plan"
"INF917K01RI2","L&T Business Cycles Growth Direct Plan"
"INF917K01RJ0","L&T Business Cycles IDCW Reinvestent Reinvest Direct Plan"
"INF917K01RJ0","L&T Business Cycles IDCW Payout Direct Plan"
"INF917K01FU2","L&T Infrastructure IDCW Reinvestent Reinvest Direct Plan"
"INF955L01955","Baroda Banking & Financial Services B IDCW Payout Direct Plan"
"INF955L01963","Baroda Banking & Financial Services B IDCW Reinvest Direct Plan"
"INF955L01971","Baroda Banking & Financial Services B Growth Direct Plan"
"INF966L01895","Quant Consumption IDCW Payout Direct Plan"
"INF966L01903","Quant Consumption IDCW Reinvest Direct Plan"
"INF966L01911","Quant Consumption Growth Direct Plan"
"INF966L01705","Quant Infrastructure IDCW Payout Direct Plan"
"INF966L01713","Quant Infrastructure IDCW Reinvest Direct Plan"
"INF966L01721","Quant Infrastructure Growth Direct Plan"
"INF966L01AL7","Quant Quantamental IDCW Payout Direct Plan"
"INF966L01AK9","Quant Quantamental Growth Direct Plan"
"INF966L01AM5","Quant Quantamental IDCW Reinvest Direct Plan"
"INF846K01X89","Axis Special Situations IDCW Payout Direct Plan"
"INF846K01X97","Axis Special Situations IDCW Reinvest Direct Plan"
"INF846K01X71","Axis Special Situations Growth Direct Plan"
"INF044D01CG6","Taurus Taxshield Growth Direct Plan"
"INF044D01CH4","Taurus Taxshield IDCW Payout Direct Plan"
"INF082J01069","Quantum Tax Saving Growth Direct Plan"
"INF082J01077","Quantum Tax Saving IDCW Payout Direct Plan"
"INF090I01JS8","Franklin India Taxshield Growth Direct Plan"
"INF090I01JT6","Franklin India Taxshield IDCW Payout Direct Plan"
"INF090I01JU4","Franklin India Taxshield IDCW Reinvest Direct Plan"
"INF109K01Y15","ICICI Prudential Long Term Equity IDCW Payout Direct Plan"
"INF109K01Y23","ICICI Prudential Tax IDCW Reinvest Direct Plan"
"INF109K01Y31","ICICI Prudential Long Term Equity Growth Direct Plan"
"INF173K01FA4","Principal Personal Tax Saver Growth Direct Plan"
"INF173K01HZ7","Principal Tax Saving Growth Direct Plan"
"INF173K01NN1","Principal Tax Saving Half Yearly IDCW Payout Direct Plan"
"INF174K01LI3","Kotak Tax Saver Growth Direct Plan"
"INF174K01LJ1","Kotak Tax Saver IDCW Payout Direct Plan"
"INF174V01093","Mahindra Mutual Kar Bachat Yojana Growth Direct Plan"
"INF174V01101","Mahindra Manulife Elss Kar Bachat Yojana IDCW Payout Direct Plan"
"INF179K01WV2","HDFC Long Term Advantage IDCW Payout Direct Plan"
"INF179K01WV2","HDFC Long Term Advantage IDCW Reinvest Direct Plan"
"INF179K01WX8","HDFC Long Term Advantage Growth Direct Plan"
"INF179K01YQ8","HDFC Tax Saver IDCW Payout Direct Plan"
"INF179K01YR6","HDFC Tax Saver IDCW Reinvest Direct Plan"
"INF179K01YS4","HDFC Tax Saver Growth Direct Plan"
"INF192K01CD5","JM Tax Gain IDCW Payout Direct Plan"
"INF192K01CE3","JM Tax Gain Growth Direct Plan"
"INF194K01Y29","IDFC Tax Advantage Growth Direct Plan"
"INF194K01Y37","IDFC Tax Advantage IDCW Payout Direct Plan"
"INF200K01UL1","SBI Long Term Equity IDCW Payout Direct Plan"
"INF200K01UL1","SBI Magnum Tax Gain Scheme IDCW Reinvest Direct Plan"
"INF200K01UM9","SBI Magnum Tax Gain Scheme Growth Direct Plan"
"INF204K01L30","Nippon India Tax Saver IDCW Payout Direct Plan"
"INF204K01L48","Nippon India Tax Saver IDCW Reinvest Direct Plan"
"INF204K01L55","Nippon India Tax Saver Growth Direct Plan"
"INF204KA1E12","Nippon India Tax Saver Annual IDCW Payout Direct Plan"
"INF205K01NR2","Invesco India Tax IDCW Payout Direct Plan"
"INF205K01NT8","Invesco India Tax Growth Direct Plan"
"INF209K01P23","Aditya Birla Sun Life Tax Relief 96 IDCW Payout Direct Plan"
"INF209K01P23","Aditya Birla Sun Life Tax Relief 96 IDCW Reinvest Direct Plan"
"INF209K01Q14","Aditya Birla Sun Life Tax IDCW Payout Direct Plan"
"INF209K01Q14","Aditya Birla Sun Life Tax IDCW Reinvest Direct Plan"
"INF209K01UN8","Aditya Birla Sun Life Tax Relief96 Growth Direct Plan"
"INF209K01VV9","Aditya Birla Sun Life Tax Growth Direct Plan"
"INF247L01569","Motilal Oswal Long Term Equity Growth Direct Plan"
"INF247L01577","Motilal Oswal Long Term Equity IDCW Payout Direct Plan"
"INF251K01HF3","BNP Paribas Long Term Equity Growth Direct Plan"
"INF251K01HH9","BNP Paribas Long Term Equity IDCW Payout Direct Plan"
"INF277K01I86","Tata India Tax Saving Growth Direct Plan"
"INF277K01I94","Tata India Tax Saving IDCW Payout Direct Plan"
"INF277K01J02","Tata Tax Saving IDCW Reinvest Direct Plan"
"INF336L01EE0","HSBC Tax Saver Equity Growth Direct Plan"
"INF336L01ER2","HSBC Tax Saver Equity IDCW Payout Direct Plan"
"INF336L01ER2","HSBC Tax Saver Equity IDCW Reinvest Direct Plan"
"INF397L01EC6","IDBI Equity Advantage Growth Direct Plan"
"INF397L01ED4","IDBI Equity Advantage IDCW Payout Direct Plan"
"INF397L01EE2","IDBI Equity Advantage IDCW Reinvest Direct Plan"
"INF582M01765","Union Long Term Equity Growth Direct Plan"
"INF582M01781","Union Long Term Equity IDCW Payout Direct Plan"
"INF663L01FN5","PGIM India Long Term Equity Growth Direct Plan"
"INF663L01FO3","PGIM India Long Term Equity IDCW Payout Direct Plan"
"INF666M01DK7","Indiabulls Tax Saving Growth Direct Plan"
"INF666M01DL5","Indiabulls Tax Saving IDCW Payout Direct Plan"
"INF740K01OK1","DSP Tax Saver Growth Direct Plan"
"INF740K01OL9","DSP Tax Saver IDCW Payout Direct Plan"
"INF754K01BX2","Edelweiss Long Term Equity IDCW Payout Direct Plan"
"INF754K01BY0","Edelweiss Long Term Equity IDCW Reinvest Direct Plan"
"INF754K01CA8","Edelweiss Long Term Equity Growth Direct Plan"
"INF760K01EJ2","Canara Robeco Equity Tax Saver IDCW Payout Direct Plan"
"INF760K01EK0","Canara Robeco Equity Tax Saverdirect IDCW Reinvest Direct Plan"
"INF760K01EL8","Canara Robeco Equity Tax Saver Growth Direct Plan"
"INF761K01868","BOI AXA Tax Advantage IDCW Reinvest Direct Plan"
"INF761K01876","BOI AXA Tax Advantage IDCW Payout Direct Plan"
"INF761K01884","BOI AXA Tax Advantage Growth Direct Plan"
"INF769K01DM9","Mirae Asset Tax Saver Growth Direct Plan"
"INF769K01DN7","Mirae Asset Tax Saver IDCW Payout Direct Plan"
"INF789F01TD2","UTI Long Term Equity IDCW Payout Direct Plan"
"INF789F01TF7","UTI Long Term Equity Growth Direct Plan"
"INF846K01EW2","Axis Long Term Equity Growth Direct Plan"
"INF846K01EX0","Axis Long Term Equity IDCW Payout Direct Plan"
"INF846K01EY8","Axis Long Term Equity IDCW Reinvest Direct Plan"
"INF903J01NL7","Sundaram Diversified Equity IDCW Payout Direct Plan"
"INF903J01NN3","Sundaram Diversified Equity Growth Direct Plan"
"INF917K01GN5","L&T Tax Advantage IDCW Reinvest Direct Plan"
"INF917K01GN5","L&T Tax Advantage IDCW Payout Direct Plan"
"INF917K01GO3","L&T Tax Advantage IDCW Payout Direct Plan"
"INF917K01GP0","L&T Tax Advantage Growth Direct Plan"
"INF955L01914","Baroda Elss 96 B IDCW Payout Direct Plan"
"INF955L01DA7","Baroda Elss 96 B Bonus IDCW Reinvest Direct Plan"
"INF955L01GE2","Baroda Elss 96 B Growth Direct Plan"
"INF959L01CD5","Essel Long Term Advantage Growth Direct Plan"
"INF959L01CE3","Essel Long Term Advantage IDCW Payout Direct Plan"
"INF680P01158","Shriram Long Term Equity Growth Direct Plan"
"INF680P01166","Shriram Long Term Equity IDCW Payout Direct Plan"
"INF767K01EL3","LIC MF Tax IDCW Payout Direct Plan"
"INF767K01EM1","LIC MF Tax Growth Direct Plan"
"INF879O01100","Parag Parikh Tax Saver Growth Direct Plan"
"INF00XX01390","ITI Long Term Equity Growth Direct Plan"
"INF00XX01408","ITI Long Term Equity IDCW Payout Direct Plan"
"INF966L01960","Quant Tax IDCW Payout Direct Plan"
"INF966L01986","Quant Tax Growth Direct Plan"
"INF082J01036","Quantum Long Term Equity Value Growth Direct Plan"
"INF082J01044","Quantum Long Term Equity Value IDCW Payout Direct Plan"
"INF082J01051","Quantum Long Term Equity Value IDCW Reinvest Direct Plan"
"INF090I01GW6","Templeton India Value IDCW Payout Direct Plan"
"INF090I01GX4","Templeton India Value IDCW Reinvest Direct Plan"
"INF090I01GY2","Templeton India Value Growth Direct Plan"
"INF109K010K5","ICICI Prudential Value Discovery IDCW Payout Direct Plan"
"INF109K010K5","ICICI Prudential Value Discovery IDCW Reinvest Direct Plan"
"INF109K012K1","ICICI Prudential Value Discovery Growth Direct Plan"
"INF179K01VA8","HDFC Capital Builder Value IDCW Payout Direct Plan"
"INF179K01VA8","HDFC Capital Builder Value IDCW Reinvest Direct Plan"
"INF179K01VC4","HDFC Capital Builder Value Growth Direct Plan"
"INF192K01BR7","JM Value IDCW Payout Direct Plan"
"INF192K01BT3","JM Value Growth Direct Plan"
"INF192K01BS5","JM Value IDCW Reinvest Direct Plan"
"INF194K01Z85","IDFC Sterling Value Growth Direct Plan"
"INF194K01Z93","IDFC Sterling Value IDCW Payout Direct Plan"
"INF194K01Z93","IDFC Sterling Value IDCW Reinvest Direct Plan"
"INF204K01K23","Nippon India Value IDCW Payout Direct Plan"
"INF204K01K31","Nippon India Value IDCW Reinvest Direct Plan"
"INF204K01K49","Nippon India Value Growth Direct Plan"
"INF209K01WP9","Aditya Birla Sun Life Pure Value IDCW Payout Direct Plan"
"INF209K01WP9","Aditya Birla Sun Life Pure Value IDCW Reinvest Direct Plan"
"INF209K01WQ7","Aditya Birla Sun Life Pure Value Growth Direct Plan"
"INF277K01NA7","Tata Equity PE IDCW Trigger A Payout Direct Plan"
"INF277K01NA7","Tata Equity PE IDCW Trigger A Reinvest Direct Plan"
"INF277K01NC3","Tata Equity PE IDCW Trigger B Payout Direct Plan"
"INF277K01NC3","Tata Equity PE IDCW Trigger B Reinvest Direct Plan"
"INF277K01ND1","Tata Equity PE Growth Direct Plan"
"INF397L01KR1","IDBI Long Term Value IDCW Payout Direct Plan"
"INF397L01KS9","IDBI Long Term Value IDCW Reinvest Direct Plan"
"INF397L01KU5","IDBI Long Term Value Growth Direct Plan"
"INF666M01BE4","Indiabulls Value Discovery Growth Direct Plan"
"INF666M01BF1","Indiabulls Value Discovery IDCW Payout Direct Plan"
"INF666M01BG9","Indiabulls Value Discovery IDCW Reinvest Direct Plan"
"INF789F01UZ3","UTI Value Opportunities IDCW Payout Direct Plan"
"INF789F01VA4","UTI Value Opportunities IDCW Reinvest Direct Plan"
"INF789F01VB2","UTI Value Opportunities Growth Direct Plan"
"INF917K01HB8","L&T India Value IDCW Payout Direct Plan"
"INF917K01HB8","L&T India Value IDCW Reinvestent Reinvest Direct Plan"
"INF917K01HD4","L&T India Value Growth Direct Plan"
"INF582M01EK4","Union Value Discovery Growth Direct Plan"
"INF582M01EM0","Union Value Discovery IDCW Payout Direct Plan"
"INF582M01EL2","Union Value Discovery IDCW Reinvest Direct Plan"
"INF740KA1PP3","DSP Value Growth Direct Plan"
"INF740KA1PQ1","DSP Value IDCW Payout Direct Plan"
"INF740KA1PQ1","DSP Value IDCW Reinvest Direct Plan"
"INF090I01IL5","Franklin India Equity Advantage IDCW Payout Direct Plan"
